Región,Nombre del anuncio,Código de estado,Estado,ASIN,SKU,Impresiones,Clics,CTR,Coste total (EUR),CPC (EUR),Compras,Ventas (EUR),ACOS,ROAS
ACTIVADA,"Genérico Soporte Móvil para Coche con Pinza Ajustable 360° para Salpicadero/Parasol/Espejo Retrovisor, Antideslizante y Estable | Compatible con iPhone, Samsung, Xiaomi y Más",CAMPAIGN_PAUSED,En pausa,B0DCZS1NR6,O8-5W7J-DSK1,5980,54,"0,0090",40.57,0.75,1,13.5,"3,0052",0.3327581957111166
