Región,Nombre del anuncio,Código de estado,Estado,ASIN,SKU,Impresiones,Clics,CTR,Coste total (EUR),CPC (EUR),Compras,Ventas (EUR),ACOS,ROAS
ACTIVADA,"Soporte Movil Coche Universal Ajustable 360° para Rejilla Ventilación | Clip(Gancho) Super Estable y Seguro | Sujeta Movil Coche Compatible con Smartphones: iPhone, Samsung, Xiaomi y Más",CAMPAIGN_PAUSED,En pausa,B0DHYBY6MS,5E-I8NY-S191,0,0,0,4.07,0,0,0,0,0
